15, 19.791267, 1766633906
15, 19.904788, 1766633907
15, 19.965135, 1766633908
15, 20.018782, 1766633909
15, 19.890791, 1766633910
15, 19.715865, 1766633911
15, 19.865608, 1766633912
15, 20.022605, 1766633913
15, 19.781240, 1766633914
15, 19.862939, 1766633915
15, 19.644240, 1766633916
15, 19.709766, 1766633917
15, 19.797748, 1766633918
15, 19.614502, 1766633919
15, 19.467098, 1766633920
15, 19.407285, 1766633921
15, 19.192080, 1766633922
15, 18.995960, 1766633923
15, 18.953967, 1766633924
15, 18.772242, 1766633925
15, 18.777212, 1766633926
15, 18.883114, 1766633927
15, 18.889340, 1766633928
15, 18.879940, 1766633929
15, 18.815453, 1766633930
15, 18.939727, 1766633931
15, 18.867009, 1766633932
15, 19.026893, 1766633933
15, 19.014574, 1766633934
15, 18.783502, 1766633935
15, 18.784211, 1766633936
15, 18.758654, 1766633937
15, 18.744828, 1766633938
15, 18.913396, 1766633939
15, 19.004016, 1766633940
15, 19.174660, 1766633941
15, 19.264716, 1766633942
15, 19.245727, 1766633943
15, 19.452522, 1766633944
15, 19.353059, 1766633945
15, 19.509513, 1766633946
15, 19.572320, 1766633947
15, 19.613193, 1766633948
15, 19.414516, 1766633949
15, 19.555278, 1766633950
15, 19.400929, 1766633951
15, 19.423111, 1766633952
15, 19.658695, 1766633953
15, 19.554855, 1766633954
15, 19.760433, 1766633955
15, 19.804371, 1766633956
15, 19.899351, 1766633957
15, 19.808159, 1766633958
15, 19.926902, 1766633959
15, 19.901577, 1766633960
15, 19.787060, 1766633961
15, 19.552216, 1766633962
15, 19.629017, 1766633963
21, 20.044534, 1766633964
15, 19.394189, 1766633964
15, 19.358790, 1766633965
21, 20.091178, 1766633966
15, 19.324508, 1766633966
15, 19.519956, 1766633967
21, 20.066446, 1766633968
15, 19.632966, 1766633968
15, 19.698877, 1766633969
21, 20.120197, 1766633970
15, 19.659435, 1766633970
15, 19.593536, 1766633971
21, 20.149597, 1766633972
15, 19.550455, 1766633972
15, 19.405142, 1766633973
21, 20.237733, 1766633974
15, 19.315102, 1766633974
15, 19.168777, 1766633975
21, 20.253942, 1766633976
15, 19.013145, 1766633976
15, 19.024797, 1766633977
21, 20.439305, 1766633978
15, 18.782546, 1766633978
15, 18.538555, 1766633979
21, 20.619139, 1766633980
15, 18.516871, 1766633980
15, 18.753408, 1766633981
21, 20.715015, 1766633982
15, 18.875229, 1766633982
15, 18.639285, 1766633983
21, 20.746049, 1766633984
15, 18.523223, 1766633984
15, 18.439253, 1766633985
21, 20.680465, 1766633986
15, 18.487522, 1766633986
15, 18.427738, 1766633987
21, 20.869450, 1766633988
15, 18.429199, 1766633988
15, 18.203335, 1766633989
21, 21.000594, 1766633990
15, 18.375782, 1766633990
15, 18.558853, 1766633991
21, 20.993429, 1766633992
15, 18.625192, 1766633992
15, 18.574553, 1766633993
21, 20.859950, 1766633994
15, 18.351835, 1766633994
15, 18.406426, 1766633995
21, 21.093557, 1766633996
15, 18.475487, 1766633996
15, 18.625911, 1766633997
15, 18.545386, 1766633998
15, 18.588709, 1766633999
